index,price,volume_24h,volume_change_24h,percent_change_1h,percent_change_24h,percent_change_7d,market_cap,market_cap_dominance,fully_diluted_market_cap,last_updated
BTC,0.7018492545982218,8956,0.38513770161457517,0.663499257536454,0.6463512695415217,0.9403362255935193,0.5056673086907773,5025,0.6626643726797554,2024-03-18T18:19:14.439Z
BTC,0.48642596803119154,4707,0.01606369060352253,0.8157063334687986,0.4936443169462048,0.22411317742526982,0.52185759069167,6191,0.6557308119873071,2024-03-18T18:19:14.439Z
BTC,0.07448684154096918,5642,0.9805920684767722,0.1281812543312093,0.05960772400878622,0.10210921880534296,0.19667341151328244,4206,0.6671545446106235,2024-03-18T18:19:14.439Z
BTC,0.9423851998107713,3311,0.9680300142233322,0.7194380887020726,0.5177678817153777,0.831638325135529,0.16389804781511463,9619,0.7815767636713897,2024-03-18T18:19:14.439Z
BTC,0.6592780770467925,2037,0.32562968867415276,0.7264493547950042,0.7275815386790325,0.3432252800116675,0.9926487298236633,3003,0.9654068080035076,2024-03-18T18:19:14.439Z
BTC,0.9663605359977521,7512,0.9752952822567176,0.08961012170399396,0.9227967277990701,0.8116196640965783,0.8253232169415003,4955,0.6619830154406967,2024-03-18T18:19:14.439Z
BTC,0.4244884381664975,1537,0.32178677319120697,0.07762591862083612,0.5084156708770964,0.9918261077561203,0.7031348700680629,1799,0.8557328288932156,2024-03-18T18:19:14.440Z
BTC,0.6296033306586124,1124,0.822185806738652,0.9275237488498205,0.11246885534304862,0.5099895536953072,0.26727793838735225,7369,0.6803142236925739,2024-03-18T18:19:14.440Z
BTC,0.20483942051959003,7642,0.8477281550141247,0.5421357827414448,0.9305563857579369,0.808420260446008,0.0011028202789462593,3693,0.3129181931055174,2024-03-18T18:19:14.440Z
BTC,0.6666051496267413,2725,0.4396041182647701,0.5909088414376285,0.5533837575473328,0.9386036296620905,0.017163452470762897,4393,0.5271073518791243,2024-03-18T18:19:14.440Z
